13,21,25,2,14,5,28,19,15,7,11,1,0,26,22,18,4,27,23,17,3,12,29,8,24,9,20,16,10,6
3.078777800175564,3.275721138551026,2.9316118691754656,2.688891470485713,2.8602926701537505,3.290474655403062,3.0334336144220746,2.8643340973770988,3.1014029148151714,3.050703111207786,2.9198986149065767,3.3864251076035963,1.3000958616668217,1.5183576627370887,2.9417116712436546,3.0728890358302374,1.283613413257693,2.9591007980225905,3.627823602318849,3.641819211685599,3.115465777878941,3.4929627957062923,3.064758751976002,1.1880709713516635,1.3087366926651007,2.776836049639319,3.5638135595863085,3.5968450092176547,3.048961323637139,3.7650897368473966
